Subject,Course Number,Course Name,Course Code,Workload %
"BUSABRD","470","Gbl Sem Ex IE Busine","BUSABRD470","N/A"
"BUSABRD","471","Global Semester Exchange: Universidad de Navarra, School of Economics and Business","BUSABRD471","N/A"
"BUSABRD","472","Global Semester Exchange: ESADE Business School","BUSABRD472","N/A"
"BUSABRD","473","Global Semester Exchange: ICADE Business School","BUSABRD473","N/A"
"BUSABRD","476","Global Semester Exchange: Stockholm School of Economics","BUSABRD476","N/A"
"BUSABRD","477","Global Semester Exchange: University of St. Gallen","BUSABRD477","N/A"
"BUSABRD","480","Global Semester Exchange: Schulich School of Business, York University in Toronto, Canada","BUSABRD480","N/A"
"BUSABRD","482","Global Semester Exchange: Thammasat Business School","BUSABRD482","N/A"
"BUSABRD","485","Global Semester Exchange: University of Deusto in Spain","BUSABRD485","N/A"
"BUSABRD","487","Global Semester Exchange: Bayes Business School at City, University of London","BUSABRD487","N/A"
"BUSABRD","488","Global Semester Exchanged: London School of Economics and Political Science","BUSABRD488","N/A"
"BUSABRD","489","Global Semester Exchange: Warwick Business School","BUSABRD489","N/A"
"BUSABRD","520","Global Immersion: Doing International Business","BUSABRD520","N/A"
"BUSABRD","600","Global Family Business - Made in Italy","BUSABRD600","N/A"
"BUSABRD","601","Global Semester Exchange:  UADE Business School","BUSABRD601","N/A"
"BUSABRD","602","Global Semester Exchange: Universidad de San Andres","BUSABRD602","N/A"
"BUSABRD","627","Global Semester Exchange:  ESSEC Business School","BUSABRD627","N/A"
"BUSABRD","628","Global Semester Exchange:  HEC School of Management","BUSABRD628","N/A"
"BUSABRD","630","Global Semester Exchange: WHU-Otto Beisheim School of Management","BUSABRD630","N/A"
"BUSABRD","635","Global Semester Exchange: Universidad Torcuato Di Tella (UTDT) in Buenos Aires","BUSABRD635","N/A"
"BUSABRD","638","Global Semester Exchange:  Indian Business School","BUSABRD638","N/A"
"BUSABRD","640","Global Seminar Exchange: Pontificia Universidad Catolica de Chile","BUSABRD640","N/A"
"BUSABRD","641","Global Semester Exchange: SDA Bocconi School of Management","BUSABRD641","N/A"
"BUSABRD","643","Global Semester Exchange:  Keio Business School","BUSABRD643","N/A"
"BUSABRD","644","Global Semester Exchange: The Chinese University of Hong Kong","BUSABRD644","N/A"
"BUSABRD","648","Global Semester Exchange:  Rotterdam School of Management","BUSABRD648","N/A"
"BUSABRD","649","Global Semester Exchange: Tel Aviv University","BUSABRD649","N/A"
"BUSABRD","663","Global Semester Exchange:  IESE Business School","BUSABRD663","N/A"
"BUSABRD","664","Global Semester Exchange:  ESADE Business School","BUSABRD664","N/A"
"BUSABRD","665","Global Semester Exchange: Nagoya University, Japan","BUSABRD665","N/A"
"BUSABRD","669","Global Semester Exchange:  University of St. Gallen","BUSABRD669","N/A"
"BUSABRD","674","Global Semester Exchange:  London School of Economics","BUSABRD674","N/A"
"BUSABRD","676","Global Semester Exchange:  Warwick Business School","BUSABRD676","N/A"
"BUSABRD","688","Global Immersion: Comparative Health System","BUSABRD688","N/A"
"CANCBIO","554","The Science of Cancer","CANCBIO554","18"
"CANCBIO","599","Grad Independ Res","CANCBIO599","N/A"
"CANCBIO","800","Cancer Biology Student Seminar","CANCBIO800","N/A"
"CANCBIO","990","Pre-Cand Diss Res","CANCBIO990","N/A"
"CANCBIO","995","Cand Diss Res","CANCBIO995","N/A"
"CARILLON","100","Performance","CARILLON100","N/A"
"CARILLON","111","Performance","CARILLON111","N/A"
"CARILLON","112","Performance","CARILLON112","N/A"
"CARILLON","113","Performance","CARILLON113","N/A"
"CARILLON","114","Performance","CARILLON114","N/A"
"CARILLON","115","Performance","CARILLON115","N/A"
"CARILLON","116","Performance","CARILLON116","N/A"
"CARILLON","139","Performance","CARILLON139","N/A"
"CARILLON","140","Performance","CARILLON140","N/A"
"CARILLON","145","Performance","CARILLON145","N/A"
"CARILLON","150","Performance","CARILLON150","18"
"CARILLON","190","Performance","CARILLON190","N/A"
"CARILLON","217","Performance","CARILLON217","N/A"
"CARILLON","218","Performance","CARILLON218","N/A"
"CARILLON","219","Performance","CARILLON219","N/A"
"CARILLON","220","Performance","CARILLON220","N/A"
"CARILLON","221","Performance","CARILLON221","N/A"
"CARILLON","222","Performance","CARILLON222","N/A"
"CARILLON","239","Performance","CARILLON239","N/A"
"CARILLON","240","Performance","CARILLON240","N/A"
"CARILLON","339","Performance","CARILLON339","N/A"
"CARILLON","340","Performance","CARILLON340","N/A"
"CARILLON","423","Performance","CARILLON423","N/A"
"CARILLON","424","Performance","CARILLON424","N/A"
"CARILLON","425","Performance","CARILLON425","N/A"
"CARILLON","426","Performance","CARILLON426","N/A"
"CARILLON","439","Performance","CARILLON439","N/A"
"CARILLON","440","Performance","CARILLON440","N/A"
"CARILLON","500","Performances","CARILLON500","19"
"CARILLON","527","Performance","CARILLON527","N/A"
"CARILLON","528","Performance","CARILLON528","N/A"
"CARILLON","539","Performance","CARILLON539","N/A"
"CARILLON","540","Performance","CARILLON540","N/A"
"CATALAN","291","Introduction to Catalan Language and Culture","CATALAN291","33"
"CATALAN","405","Advanced Catalan Language, Culture, and Society","CATALAN405","N/A"
"CATALAN","441","Topics in Catalan Literature and Culture","CATALAN441","N/A"
"CCS","501","Social Scientific Studies of Historical and Contemporary China","CCS501","N/A"
"CCS","502","Humanistic Studies of Historical and Contemporary China","CCS502","N/A"
"CCS","526","Gender and Family in East Asia","CCS526","N/A"
"CCS","539","Critical Readings in Documentary Chinese","CCS539","N/A"
"CCS","580","Graduate Seminar in Chinese Studies","CCS580","16"
"CCS","591","Independent Study in Chinese Studies","CCS591","N/A"
"CCS","799","Master's Final Project in Chinese Studies","CCS799","N/A"
"CDB","450","Introduction to Histology","CDB450","23"
"CDB","503","Atlas | navigate your academic world","CDB503","N/A"
"CDB","516","Histol Allied Scien","CDB516","N/A"
"CDB","530","Cell Biology","CDB530","N/A"
"CDB","550","Histology","CDB550","23"
"CDB","560","Quantitative Cell Biology","CDB560","N/A"
"CDB","581","Development Genetics:  Active Learning and teaching from the Literature","CDB581","N/A"
"CDB","598","Directed Readings","CDB598","N/A"
"CDB","599","Directed Research","CDB599","N/A"
"CDB","715","Principles of Cryo-Electron Microscopy","CDB715","N/A"
"CDB","800","Special Topics","CDB800","N/A"
"CDB","801","Graduate Seminar","CDB801","N/A"
"CDB","990","Diss Pre-Cand","CDB990","N/A"
"CDB","995","Diss-Cand","CDB995","N/A"
"CEE","200","Introduction to Civil and Environmental Engineering","CEE200","4"
"CEE","211","Statics and Dynamics","CEE211","27"
"CEE","212","Solid and Structural Mechanics","CEE212","29"
"CEE","230","Thermodynamics and the Environment","CEE230","19"
"CEE","265","Sustainable Engineering Principles","CEE265","21"
"CEE","303","Computational Methods of Engineering and Scientists","CEE303","19"
"CEE","307","Sustainable Cities","CEE307","29"
"CEE","312","Structural Engineering","CEE312","21"
"CEE","325","Fluid Mechanics","CEE325","23"
"CEE","331","Construction Management","CEE331","7"
"CEE","345","Geotechnical Engineering","CEE345","28"
"CEE","351","Civil Engr Material","CEE351","13"
"CEE","365","Environmental Engineering Principles","CEE365","23"
"CEE","366","Environmental Engineering Laboratory","CEE366","63"
"CEE","373","Statistical Methods for Data Analysis and Uncertainty Modeling","CEE373","42"
"CEE","375","Sensors, Circuits, and Signals","CEE375","35"
"CEE","402","Professional Issues and Design","CEE402","75"
"CEE","412","Matrix Structural Analysis","CEE412","2"
"CEE","413","Design of Metal Structures","CEE413","12"
"CEE","415","Design of Reinforced Concrete Structures","CEE415","25"
"CEE","421","Hydro-Hydraulics","CEE421","48"
"CEE","428","Groundwater Hydrology","CEE428","51"
"CEE","430","Sp Prob Constr Eng","CEE430","N/A"
"CEE","435","Building Information Modeling (BIM)","CEE435","2"
"CEE","450","Introduction to Transportation Engineering","CEE450","6"
"CEE","465","Environmental Process Engineering","CEE465","40"
"CEE","480","Design of Environmental Engineering Stystems","CEE480","49"
"CEE","481","Aquatic Chemistry","CEE481","37"
"CEE","482","Environmental Microbiology","CEE482","47"
"CEE","490","Independent Study","CEE490","N/A"
"CEE","501","Special Topics CEE","CEE501","17"
"CEE","503","Infrastructure Project Finance","CEE503","N/A"
"CEE","504","Engineering Economics and Finance","CEE504","35"
"CEE","505","Infrastructure Finance Internship","CEE505","N/A"
"CEE","509","Theory Elast","CEE509","15"
"CEE","510","Fem Sol&Str","CEE510","13"
"CEE","511","Dynamics of Structures","CEE511","55"
"CEE","512","Nonlinear Analysis of Structures","CEE512","63"
"CEE","513","Plastic Anl-Design","CEE513","23"
"CEE","514","Prestressd Concrete","CEE514","12"
"CEE","515","Adv Des Reinf Concr","CEE515","N/A"
"CEE","516","Bridge Structures","CEE516","N/A"
"CEE","517","Reliability of Structures","CEE517","21"
"CEE","520","Physical Processes of Land-Surface Hydrology","CEE520","63"
"CEE","521","Flow in Open Channels","CEE521","17"
"CEE","522","Sediment Transport","CEE522","N/A"
"CEE","524","Restoration Fundamentals and Practice in Aquatic","CEE524","N/A"
"CEE","526","Design of Hydraulic Systems","CEE526","5"
"CEE","527","Flood, Tsunami, and Hurricane Hydraulics, Damage, and Countermeasures","CEE527","N/A"
"CEE","530","Construction Professional Practice","CEE530","N/A"
"CEE","531","Construction Cost Engineering","CEE531","30"
"CEE","532","Advanced Construction Management","CEE532","9"
"CEE","533","Engineering Process Modeling and Risk Analysis","CEE533","N/A"
"CEE","534","Construction Engineering, Equipment, and Methods","CEE534","12"
"CEE","535","Excavate and Tunnelling","CEE535","N/A"
"CEE","536","Project Planning Scheduling and Control","CEE536","71"
"CEE","537","Construction of Buildings","CEE537","34"
"CEE","538","Computer-aided Project Management","CEE538","19"
"CEE","539","Modern Construction Management","CEE539","3"
"CEE","540","Advanced Soil Mechanics","CEE540","N/A"
"CEE","542","Soil-Site Improve","CEE542","N/A"
"CEE","543","Numerical Modeling in Geotechnical Engineering","CEE543","N/A"
"CEE","545","Foundation Engineering","CEE545","10"
"CEE","546","Slopes, Dams and Retaining Structures","CEE546","4"
"CEE","547","Soil Eng & Pavement","CEE547","6"
"CEE","548","Geotechnical Earthquake Engineering","CEE548","N/A"
"CEE","549","Geoenvironmental Engineering","CEE549","N/A"
"CEE","551","Traffic Science","CEE551","28"
"CEE","552","Travel Behavior Analysis and Forecasting","CEE552","23"
"CEE","553","Infrastructure Systems Optimization","CEE553","10"
"CEE","554","Machine Learning for Infrastructure Systems","CEE554","47"
"CEE","555","Sustainability of Civil Infrastructure Systems","CEE555","N/A"
"CEE","557","Large-scale Transportation Systems Optimization","CEE557","N/A"
"CEE","559","Transportation Network Modeling","CEE559","N/A"
"CEE","563","Air Quality Engineering Fundamentals","CEE563","12"
"CEE","564","Greenhouse Gas Control","CEE564","16"
"CEE","565","Seminars on Energy Systems, Technology and Policy","CEE565","0"
"CEE","567","Energy Infrastructure Systems","CEE567","33"
"CEE","568","Decentralized Water Supply, Hygiene and Sanitation","CEE568","16"
"CEE","571","Linear Systems Theory","CEE571","43"
"CEE","572","Dynamic Infrastructure Systems","CEE572","67"
"CEE","573","Data Analysis in CEE","CEE573","38"
"CEE","574","Materials Selection for Sustainable Design","CEE574","6"
"CEE","575","Sensors, Data, and Automation","CEE575","12"
"CEE","576","Stochastic Systems","CEE576","N/A"
"CEE","577","Dynamics and Control of Connected Vehicles","CEE577","41"
"CEE","580","Physicochemical Processes in Environmental Engineering","CEE580","30"
"CEE","581","Aquatic Chemistry","CEE581","26"
"CEE","582","Environmental Microbiology","CEE582","40"
"CEE","586","Indus Ecol","CEE586","27"
"CEE","588","Resiliency Finance: Financing Models and Risk Management for Green Transition Strategies","CEE588","1"
"CEE","590","Stream, Lake, and Estuary Analysis","CEE590","N/A"
"CEE","591","Environmental Fluid Mechanics","CEE591","22"
"CEE","592","Bio Proc Envir Engr","CEE592","56"
"CEE","597","Environmental Organic Chemistry","CEE597","49"
"CEE","611","Performance-Based Earthquake Engineering","CEE611","67"
"CEE","622","Sp Prob Hydr-Hydrol","CEE622","N/A"
"CEE","630","Dir Study Const Eng","CEE630","N/A"
"CEE","631","Constr Uncertainty","CEE631","N/A"
"CEE","651","Directed Studies","CEE651","N/A"
"CEE","682","Prob in Envir Engr","CEE682","N/A"
"CEE","693","Envir Molec Biol","CEE693","N/A"
"CEE","810","Special Topics in Structures and Materials","CEE810","N/A"
"CEE","812","Structural  Engineering Graduate Seminar","CEE812","N/A"
"CEE","830","Constr Engr Mgt Sem","CEE830","0"
"CEE","850","Next-Generation Transportation Systems Seminar","CEE850","N/A"
"CEE","880","Sem Env&Wrt Res Eng","CEE880","1"
"CEE","881","Environmental and Water Resources Engineering Seminar","CEE881","1"
"CEE","910","Struct Engr Res","CEE910","0"
"CEE","921","Hydra&Hydro Eng Res","CEE921","50"
"CEE","930","Constr Engr Res","CEE930","N/A"
"CEE","946","Soil Mech Res","CEE946","N/A"
"CEE","950","Struct Mat Res","CEE950","N/A"
"CEE","955","Trans Sys Engr Res","CEE955","N/A"
"CEE","970","Infrastructure Systems Engineering Research","CEE970","0"
"CEE","975","Hazards, Risk, and Resilience Research","CEE975","N/A"
"CEE","980","Res in Envir Engr","CEE980","N/A"
"CEE","990","Diss-Precand","CEE990","0"
"CEE","995","Diss-Cand","CEE995","8"
"CELLO","100","Performance","CELLO100","N/A"
"CELLO","111","Performance","CELLO111","N/A"
"CELLO","112","Performance","CELLO112","N/A"
"CELLO","113","Performance","CELLO113","N/A"
"CELLO","114","Performance","CELLO114","N/A"
"CELLO","115","Performance","CELLO115","N/A"
"CELLO","116","Performance","CELLO116","N/A"
"CELLO","139","Performance","CELLO139","N/A"
"CELLO","140","Performance","CELLO140","N/A"
"CELLO","150","Performance","CELLO150","N/A"
"CELLO","217","Performance","CELLO217","N/A"
"CELLO","218","Performance","CELLO218","N/A"
"CELLO","219","Performance","CELLO219","N/A"
"CELLO","220","Performance","CELLO220","N/A"
"CELLO","221","Performance","CELLO221","N/A"
"CELLO","222","Performance","CELLO222","N/A"
"CELLO","239","Performance","CELLO239","N/A"
"CELLO","240","Performance","CELLO240","N/A"
"CELLO","339","Performance","CELLO339","N/A"
"CELLO","340","Performance","CELLO340","N/A"
"CELLO","400","Performance","CELLO400","N/A"
"CELLO","415","Performance","CELLO415","N/A"
"CELLO","416","Performance","CELLO416","N/A"
"CELLO","417","Performance","CELLO417","N/A"
"CELLO","418","Performance","CELLO418","N/A"
"CELLO","419","Performance","CELLO419","N/A"
"CELLO","420","Performance","CELLO420","N/A"
"CELLO","421","Performance","CELLO421","N/A"
"CELLO","422","Performance","CELLO422","N/A"
"CELLO","423","Performance","CELLO423","N/A"
"CELLO","424","Performance","CELLO424","N/A"
"CELLO","425","Performance","CELLO425","N/A"
"CELLO","426","Performance","CELLO426","N/A"
"CELLO","439","Performance","CELLO439","N/A"
"CELLO","440","Performance","CELLO440","32"
"CELLO","450","Performance Lab","CELLO450","27"
"CELLO","500","Performance","CELLO500","N/A"
"CELLO","527","Performance","CELLO527","N/A"
"CELLO","528","Performance","CELLO528","N/A"
"CELLO","539","Performance","CELLO539","N/A"
"CELLO","540","Performance","CELLO540","32"
"CELLO","550","Performance Lab","CELLO550","N/A"
"CELLO","600","Performance","CELLO600","N/A"
"CELLO","639","Performance","CELLO639","N/A"
"CELLO","640","Performance","CELLO640","N/A"
"CHAMBER","410","Chamber Music","CHAMBER410","N/A"
"CHAMBER","470","Chamber Arts Collective","CHAMBER470","N/A"
"CHAMBER","510","Chamber Music","CHAMBER510","N/A"
"CHAMBER","570","Chamber Arts Collective","CHAMBER570","N/A"
"CHE","230","Introduction to Material and Energy Balances","CHE230","42"
"CHE","290","Directed Study, Research, and Special Problems","CHE290","N/A"
"CHE","296","Special Topics in Chemical Engineering","CHE296","0"
"CHE","330","Chemical and Engineering Thermodynamics","CHE330","41"
"CHE","341","Fluid Mechanics","CHE341","21"
"CHE","342","Mass and Heat Transfer","CHE342","70"
"CHE","343","Separation Processes","CHE343","39"
"CHE","344","Reaction Engr Des","CHE344","64"
"CHE","360","Chemical Engineering Laboratory I","CHE360","22"
"CHE","407","Process Safety Risk Management","CHE407","N/A"
"CHE","412","Polymeric Materials","CHE412","2"
"CHE","431","Engineering Statistics and Problem Solving","CHE431","N/A"
"CHE","460","Chemical Engineering Laboratory II","CHE460","36"
"CHE","466","Process Dynamics and Control","CHE466","29"
"CHE","485","Chemical Engineering Process Economics","CHE485","16"
"CHE","487","Process Simulation and Design","CHE487","72"
"CHE","488","Chemical Product Design I","CHE488","28"
"CHE","489","Chemical Product Design II","CHE489","N/A"
"CHE","490","Advanced Directed Study, Research, and Special Problems","CHE490","N/A"
"CHE","496","Advanced Special Topics in Chemical Engineering","CHE496","11"
"CHE","497","Special Topics in Chemical Engineering","CHE497","N/A"
"CHE","501","Seminars on Energy Systems, Technology and Policy","CHE501","0"
"CHE","502","Energy Generation and Storage Using Modern Materials","CHE502","11"
"CHE","504","Fuel Cells and Fuel Processors","CHE504","N/A"
"CHE","505","Applied Mathematics for Chemical Engineering","CHE505","51"
"CHE","506","Soft Robotic Matter","CHE506","N/A"
"CHE","509","Advanced Biomaterials","CHE509","N/A"
"CHE","512","Phys Polymers","CHE512","8"
"CHE","517","Biopharmaceutical Engineering","CHE517","10"
"CHE","519","Pharmaceutical Engineering","CHE519","N/A"
"CHE","527","Fluid Flow","CHE527","50"
"CHE","528","Reactor Engineering","CHE528","44"
"CHE","538","Stat&Irrev Thermo","CHE538","17"
"CHE","542","Int Transport Pheno","CHE542","50"
"CHE","554","Comput Methods","CHE554","6"
"CHE","559","Foundations of Nanotechnology II","CHE559","N/A"
"CHE","563","Biomolecular Engineering of Interfaces","CHE563","3"
"CHE","574","Engineering Principles in Drug Delivery and Targeting","CHE574","N/A"
"CHE","584","Advances in Tissue Engineering","CHE584","N/A"
"CHE","590","Resiliency Finance: Financing Models and Risk Management for Green Transition Strategies","CHE590","1"
"CHE","595","Chemical Engineering Research Survey","CHE595","0"
"CHE","601","Chemical Engineering Seminar","CHE601","N/A"
"CHE","629","Complex Fluids","CHE629","N/A"
"CHE","695","Research Problems","CHE695","N/A"
"CHE","696","Selected Topics","CHE696","8"
"CHE","698","Directed Study","CHE698","N/A"
"CHE","990","Diss-Precand","CHE990","N/A"
"CHE","995","Diss-Cand","CHE995","N/A"
"CHEM","105","Our Changing Atmosphere","CHEM105","6"
"CHEM","108","The Physical World","CHEM108","43"
"CHEM","110","Science and Sustainable Development","CHEM110","21"
"CHEM","120","First Year Seminar in Chemistry","CHEM120","N/A"
"CHEM","125","General Chemistry Laboratory I","CHEM125","19"
"CHEM","126","General Chemistry Laboratory II","CHEM126","16"
"CHEM","130","General Chemistry: Macroscopic Investigations and Reaction Principles","CHEM130","31"
"CHEM","209","Structure and Reactivity Seminar","CHEM209","10"
"CHEM","210","Structure and Reactivity I","CHEM210","60"
"CHEM","211","Investigations in Chemistry","CHEM211","50"
"CHEM","214","Structure and Reactivity II Seminar","CHEM214","6"
"CHEM","215","Structure and Reactivity II","CHEM215","60"
"CHEM","216","Synthesis and Characterization of Organic Compounds","CHEM216","32"
"CHEM","218","Independent Study in Biochemistry","CHEM218","N/A"
"CHEM","219","Independent Study in Chemistry","CHEM219","N/A"
"CHEM","220","Teaching Experience for Undergraduates","CHEM220","N/A"
"CHEM","230","Physical Chemical Principles and Applications","CHEM230","75"
"CHEM","241","Introduction to Chemical Analysis","CHEM241","27"
"CHEM","242","Introduction to Chemical Analysis Laboratory","CHEM242","51"
"CHEM","245","Biomedical Analytical Chemistry","CHEM245","22"
"CHEM","246","Biomedical Analytical Chemistry Laboratory I","CHEM246","43"
"CHEM","247","Biomedical Analytical Chemistry Laboratory II","CHEM247","37"
"CHEM","260","Chemical Principles","CHEM260","21"
"CHEM","261","Introduction to Quantum Chemistry","CHEM261","19"
"CHEM","262","Mathematical Methods for Physical Scientists","CHEM262","48"
"CHEM","302","Inorganic Chemistry: Molecules, Materials and Applications in Energy","CHEM302","31"
"CHEM","303","Introductory Bioinorganic Chemistry:  The Role of Metals in Life","CHEM303","36"
"CHEM","351","Fundamentals of Biochemistry","CHEM351","64"
"CHEM","352","Introduction to Biochemical Research Techniques","CHEM352","38"
"CHEM","353","Introduction to Biochemical Research Techniques and Scientific Writing","CHEM353","39"
"CHEM","370","Physical and Chemical Principles Behind Biology and Medicine","CHEM370","N/A"
"CHEM","398","Undergraduate Research in Biochemistry","CHEM398","N/A"
"CHEM","399","Undergraduate Research","CHEM399","N/A"
"CHEM","402","Intermediate Inorganic Chemistry","CHEM402","35"
"CHEM","415","Responsible Conduct in Chemical Research","CHEM415","0"
"CHEM","417","Dynamical Processes in Biophysics","CHEM417","8"
"CHEM","419","Intermediate Physical Organic Chemistry","CHEM419","9"
"CHEM","420","Intermediate Organic Chemistry","CHEM420","21"
"CHEM","421","Organic Chemistry of Drug Design","CHEM421","2"
"CHEM","436","Polymer Synthesis and Characterization","CHEM436","43"
"CHEM","440","Biophysics of Diseases","CHEM440","13"
"CHEM","447","Physical Methods of Analysis","CHEM447","17"
"CHEM","451","Advanced Biochemistry:  Macromolecular Structure and Function","CHEM451","35"
"CHEM","452","Advanced Biochemistry:  Cellular Processes","CHEM452","8"
"CHEM","453","Biophysical Chemistry I: Thermodynamics and Kinetics","CHEM453","20"
"CHEM","455","Special Topics in Biochemistry - Nucleic Acids","CHEM455","17"
"CHEM","461","Quantum Mechanics","CHEM461","7"
"CHEM","462","Computational Chemistry Laboratory","CHEM462","61"
"CHEM","463","Thermodynamics and Kinetics","CHEM463","15"
"CHEM","465","Special Topics in Physical Chemistry","CHEM465","N/A"
"CHEM","474","Environmental Chemistry","CHEM474","9"
"CHEM","482","Synthesis and Characterization","CHEM482","83"
"CHEM","483","Advanced Methods in Physical Analysis","CHEM483","49"
"CHEM","485","Projects Laboratory","CHEM485","N/A"
"CHEM","498","Undergraduate Honors Thesis in Biochemistry","CHEM498","N/A"
"CHEM","499","Undergraduate Thesis","CHEM499","N/A"
"CHEM","502","Chemical Biology II","CHEM502","N/A"
"CHEM","505","Nucleic Acids Biochemistry","CHEM505","17"
"CHEM","507","Inorganic Chemistry","CHEM507","62"
"CHEM","508","Advanced Bioinorganic Chemistry","CHEM508","N/A"
"CHEM","511","Materials Chemistry","CHEM511","12"
"CHEM","515","Organometallic Chemistry","CHEM515","28"
"CHEM","516","Professional Skill Development in Chemistry","CHEM516","3"
"CHEM","520","Methods of Biophysical Chemistry","CHEM520","4"
"CHEM","521","Principles of Biophysical Chemistry","CHEM521","41"
"CHEM","525","Chemical Biology I","CHEM525","34"
"CHEM","526","Chemical Biology II","CHEM526","3"
"CHEM","528","Chemistry and Biology of Enzymes","CHEM528","27"
"CHEM","536","Laboratory in Macromolecular Chemistry","CHEM536","43"
"CHEM","538","Macromolecule","CHEM538","26"
"CHEM","540","Organic Principles","CHEM540","17"
"CHEM","541","Advanced Organic Chemistry","CHEM541","34"
"CHEM","542","Applications of Physical Methods to Organic Chemistry","CHEM542","9"
"CHEM","543","Organic Mechanisms","CHEM543","39"
"CHEM","548","New Frontiers at the Chemistry/Biology Interface","CHEM548","N/A"
"CHEM","549","Chemistry Instruction","CHEM549","5"
"CHEM","550","Chemistry Education Research and Practice","CHEM550","N/A"
"CHEM","551","Proteome and Metabolome Informatics","CHEM551","N/A"
"CHEM","553","Advanced Biochemistry - Macromolecular structure and Function","CHEM553","N/A"
"CHEM","562","Mathematical Methods for Physical Scientists","CHEM562","N/A"
"CHEM","567","Chemical Dynamics","CHEM567","N/A"
"CHEM","570","Molecular Physical Chemistry","CHEM570","9"
"CHEM","571","Quantum Chemistry","CHEM571","34"
"CHEM","574","Environmental Chemistry","CHEM574","10"
"CHEM","575","Chemical Thermodynamics","CHEM575","15"
"CHEM","576","Stat Mechanics","CHEM576","5"
"CHEM","580","Molecular Spectra and Structure","CHEM580","30"
"CHEM","596","Introduction to Graduate Research for MS","CHEM596","N/A"
"CHEM","597","Introduction to Graduate Research","CHEM597","N/A"
"CHEM","598","Integrated Graduate Education and Research Training Program (IGERT) Research Rotation","CHEM598","N/A"
"CHEM","599","C B I Res Rotation","CHEM599","N/A"
"CHEM","602","Protein Crystallography: Principles of Macromolecular Crystallography","CHEM602","N/A"
"CHEM","616","Advanced Inorganic Chemistry","CHEM616","N/A"
"CHEM","646","Chemical Separations","CHEM646","N/A"
"CHEM","647","Mass Spectrometry","CHEM647","7"
"CHEM","648","Anl Spectro&Imaging","CHEM648","12"
"CHEM","649","Electrochemistry","CHEM649","6"
"CHEM","673","Kinetics and Mechanism","CHEM673","85"
"CHEM","720","Professional Development and Organizational Leadership in Chemistry","CHEM720","N/A"
"CHEM","750","Special Topics in the Chemical Sciences","CHEM750","N/A"
"CHEM","799","Selected Topics","CHEM799","N/A"
"CHEM","800","Seminar in Chemical Biology","CHEM800","N/A"
"CHEM","801","Seminar in Analytical Chemistry","CHEM801","N/A"
"CHEM","802","Seminar in Inorganic Chemistry","CHEM802","N/A"
"CHEM","803","Seminar in Organic Chemistry","CHEM803","N/A"
"CHEM","804","Seminar in Physical Chemistry","CHEM804","N/A"
"CHEM","805","Materials Seminar","CHEM805","N/A"
"CHEM","806","Organic Departmental Seminar","CHEM806","N/A"
"CHEM","807","Analytical Departmental Seminar","CHEM807","N/A"
"CHEM","809","Inorganic Departmental Seminar","CHEM809","N/A"
"CHEM","810","Physical Departmental Seminar","CHEM810","N/A"
"CHEM","811","Materials Departmental Seminar","CHEM811","N/A"
"CHEM","895","Research in Chem","CHEM895","N/A"
"CHEM","990","Diss-Precand","CHEM990","N/A"
"CHEM","995","Diss-Cand","CHEM995","N/A"
"CHEM","998","Curriculum Practical Project","CHEM998","N/A"
"CHEMBIO","502","Chemical Biology II","CHEMBIO502","N/A"
"CHEMBIO","510","Foundational Skills in Chemical Biology","CHEMBIO510","30"
"CHEMBIO","512","MS Chemical Biology II","CHEMBIO512","N/A"
"CHEMBIO","550","Cancer Chemical Biology Professional Development","CHEMBIO550","N/A"
"CHEMBIO","599","Chemical Biology Research Rotation","CHEMBIO599","N/A"
"CHEMBIO","601","Critical Analysis I","CHEMBIO601","5"
"CHEMBIO","602","Critical Analysis in Chemical Biology II","CHEMBIO602","N/A"
"CHEMBIO","610","Critical Skills in Chemical Biology","CHEMBIO610","14"
"CHEMBIO","667","Fundamentals of Chemical Biology in Research","CHEMBIO667","N/A"
"CHEMBIO","800","Seminar in Chemical Biology","CHEMBIO800","N/A"
"CHEMBIO","990","Dissertation/Precandidate","CHEMBIO990","N/A"
"CHEMBIO","995","Dissertation/Candidate","CHEMBIO995","N/A"
"CHIN","701","Masters Essay","CHIN701","N/A"
"CIC","301","Consortium","CIC301","N/A"
"CIC","501","Chicago","CIC501","N/A"
"CIC","502","Illinois","CIC502","N/A"
"CIC","503","Indiana","CIC503","N/A"
"CIC","504","Iowa","CIC504","N/A"
"CIC","505","Michigan State","CIC505","N/A"
"CIC","506","Minnesota","CIC506","N/A"
"CIC","507","Northwestern","CIC507","N/A"
"CIC","508","Ohio State","CIC508","N/A"
"CIC","509","Penn State","CIC509","N/A"
"CIC","510","Purdue","CIC510","N/A"
"CIC","511","Wisconsin","CIC511","N/A"
"CIC","512","Rutgers","CIC512","N/A"
"CIC","513","Maryland","CIC513","N/A"
"CIC","520","Consortium","CIC520","N/A"
"CJS","450","Minicourse in Japanese Studies","CJS450","N/A"
"CJS","451","Topics in Japanese Studies","CJS451","16"
"CJS","501","Advanced Topics in Japanese Studies","CJS501","24"
"CJS","591","Independent Study in Japanese Studies","CJS591","N/A"
"CJS","592","Independent Study in Advanced Japanese Language","CJS592","N/A"
"CJS","799","Master's Essay in Japanese Studies","CJS799","N/A"
"CLARCH","103","Great Discoveries in Archaeology","CLARCH103","N/A"
"CLARCH","104","Ancient Cities","CLARCH104","7"
